,INSTNM,CITY,STABBR
840,Gwinnett Technical College,Lawrenceville,Georgia
841,Interdenominational Theological Center,Atlanta,Georgia
842,LaGrange College,Lagrange,Georgia
843,Lanier Technical College,Gainesville,Georgia
844,Life University,Marietta,Georgia
845,Chattahoochee Technical College,Marietta,Georgia
846,Herzing University-Atlanta,Atlanta,Georgia
847,Mercer University,Macon,Georgia
848,Morehouse College,Atlanta,Georgia
849,Morehouse School of Medicine,Atlanta,Georgia
850,North Georgia Technical College,Clarkesville,Georgia
851,Oglethorpe University,Atlanta,Georgia
852,Paine College,Augusta,Georgia
853,Piedmont College,Demorest,Georgia
854,Miami Ad School at Portfolio Center,Atlanta,Georgia
855,Reinhardt University,Waleska,Georgia
856,Savannah Technical College,Savannah,Georgia
